#OTU_IDs	16S_rRNA_Count
4485425	4.0
4485422	6.0
4485420	6.0
129021	4.0
237354	5.0
440936	4.0
4407493	1.0
370432	3.0
4407494	7.0
2199910	2.0
770692	3.0
471056	6.0
4485523	5.0
4485522	3.0
4485521	3.0
4485520	3.0
4485525	5.0
4485524	5.0
175923	1.0
2879076	7.0
4485528	4.0
3472383	5.0
4484067	1.0
804621	3.0
4485477	4.0
804624	9.0
342627	4.0
2953997	7.0
4485471	2.0
114941	3.0
524980	7.0
242732	4.0
815942	4.0
577465	11.0
129011	7.0
262217	9.0
2134611	3.0
259426	5.0
259492	7.0
829865	4.0
239688	3.0
469888	2.0
4345046	1.0
1803423	3.0
4485281	2.0
4408777	3.0
4485638	7.0
4485637	7.0
4485636	7.0
4485635	7.0
4485634	7.0
4485633	7.0
4485631	7.0
4485630	7.0
3956808	3.0
267975	13.0
4410987	4.0
469742	6.0
4356693	6.0
469744	6.0
2592403	7.0
469749	5.0
431766	3.0
270437	6.0
152369	3.0
4435249	3.0
4465450	3.0
137936	5.0
4484920	5.0
4484921	5.0
4484922	5.0
4484923	5.0
4484924	5.0
4484697	2.0
4484694	4.0
4484927	5.0
4484928	5.0
4484929	5.0
4484698	8.0
4484699	8.0
151248	3.0
262185	7.0
266174	8.0
244957	3.0
206145	4.0
4341323	1.0
3226421	7.0
4479749	2.0
1942268	2.0
260769	7.0
276377	5.0
281438	6.0
study_167	2.0
4400115	1.0
4341810	7.0
study_168	4.0
2066374	6.0
3288960	2.0
266191	7.0
129151	5.0
308095	9.0
350896	3.0
177086	2.0
581469	11.0
1980062	2.0
544702	13.0
137113	1.0
161964	2.0
154782	4.0
214832	4.0
4484858	4.0
4484859	4.0
4484588	5.0
4484589	5.0
4484854	4.0
4484855	4.0
4484856	4.0
4484857	4.0
4484850	4.0
4484851	4.0
4484852	4.0
4484853	4.0
4330063	2.0
4359816	1.0
260343	7.0
610698	9.0
1729080	8.0
817858	1.0
4382412	7.0
471460	7.0
189314	4.0
128691	4.0
4327244	4.0
261560	2.0
610455	4.0
261566	7.0
128502	11.0
128503	2.0
4467649	2.0
128507	2.0
270757	9.0
572258	7.0
3781816	2.0
2995612	8.0
4358969	1.0
159002	2.0
4422068	4.0
4399217	1.0
293753	5.0
246824	2.0
study_160	4.0
study_161	6.0
study_162	7.0
study_163	2.0
study_164	4.0
study_165	6.0
study_166	4.0
260768	13.0
281762	2.0
study_169	2.0
2783236	4.0
58033	3.0
4328648	4.0
393911	4.0
139331	7.0
study_50	2.0
270356	13.0
345249	5.0
1812772	5.0
4299221	2.0
101322	6.0
4484727	3.0
4476364	4.0
4484947	2.0
4411321	3.0
633355	13.0
4484945	4.0
470487	1.0
270055	4.0
4484942	4.0
252075	9.0
4484943	4.0
4398521	4.0
470718	4.0
484394	4.0
3126923	2.0
269252	7.0
199635	3.0
1780415	3.0
3883136	7.0
2885749	2.0
4484824	7.0
152682	8.0
470139	4.0
317543	2.0
4484826	4.0
589213	11.0
4484820	7.0
349804	10.0
129103	4.0
4484948	2.0
4408815	2.0
219021	6.0
142641	1.0
4485180	5.0
4485183	4.0
223938	8.0
4485185	4.0
4485184	5.0
333514	1.0
226145	6.0
469903	3.0
194543	3.0
138378	6.0
3917462	3.0
157099	6.0
636220	3.0
2086773	2.0
3261476	3.0
176827	6.0
470221	4.0
470229	2.0
529046	6.0
609606	2.0
194409	2.0
160634	7.0
4256926	1.0
216402	4.0
4485459	1.0
471288	4.0
4300623	9.0
4485369	7.0
343158	2.0
4485452	3.0
4485451	4.0
4485450	4.0
4485457	2.0
4485455	6.0
4485454	2.0
660639	2.0
156459	9.0
255231	10.0
471447	6.0
149505	2.0
4272985	7.0
268120	13.0
269749	7.0
471266	4.0
471262	6.0
4397980	2.0
174198	3.0
4106458	3.0
263445	9.0
267164	12.0
195845	3.0
4485530	8.0
4485531	8.0
4485532	8.0
4485533	4.0
4485534	5.0
4485535	1.0
4485536	5.0
4418680	3.0
178989	6.0
3415753	2.0
658635	5.0
4367422	1.0
804634	6.0
256149	9.0
186514	4.0
144622	7.0
471191	3.0
591515	2.0
471197	6.0
245387	4.0
47707	1.0
262885	9.0
222847	4.0
4485405	4.0
238741	2.0
4024528	6.0
369055	1.0
588044	5.0
532519	3.0
770530	10.0
4485629	7.0
4485624	9.0
562710	10.0
2702767	7.0
4485621	11.0
4485622	11.0
4485623	11.0
471066	6.0
study_96	3.0
4402453	8.0
471062	6.0
267902	10.0
260163	9.0
263283	12.0
4361625	5.0
4440880	1.0
606150	6.0
2238139	3.0
261995	4.0
4485252	4.0
347009	2.0
239348	2.0
2573910	2.0
263847	7.0
4388736	4.0
188670	3.0
484391	4.0
2920184	13.0
241281	9.0
4484919	5.0
4484918	5.0
4484669	7.0
138119	1.0
4484667	7.0
4484666	3.0
4424397	4.0
287392	7.0
4484663	7.0
4484910	5.0
4484661	9.0
4484660	2.0
225030	1.0
270537	13.0
610920	5.0
4484681	5.0
551003	13.0
1894655	2.0
2660469	6.0
259644	4.0
262154	7.0
4432878	1.0
110770	3.0
4433531	5.0
239234	5.0
248430	8.0
4420237	1.0
523171	5.0
326714	4.0
263931	12.0
4484869	4.0
4484868	4.0
4484861	4.0
4484860	4.0
4484863	4.0
4484862	4.0
4484865	4.0
4484864	4.0
4484867	4.0
4484866	4.0
154196	3.0
3944858	1.0
250503	3.0
4485292	4.0
240392	3.0
1655485	5.0
4460022	4.0
128682	10.0
250787	4.0
128687	4.0
182534	2.0
4484682	5.0
348855	5.0
2775244	7.0
281552	11.0
128514	7.0
266386	7.0
470823	4.0
259101	7.0
82255	11.0
265440	2.0
140220	7.0
1577647	3.0
3011620	1.0
2680223	5.0
344813	2.0
1842075	4.0
270037	5.0
study_115	4.0
study_114	4.0
study_117	4.0
470921	7.0
study_111	2.0
4359399	1.0
study_113	4.0
study_112	2.0
study_119	2.0
study_118	4.0
4357903	7.0
139343	6.0
4485181	4.0
233864	2.0
4408150	5.0
235998	5.0
158519	6.0
4365877	1.0
3030171	1.0
376835	7.0
4485566	5.0
166987	3.0
251784	3.0
303616	3.0
4485564	5.0
270257	7.0
4484739	12.0
64248	1.0
2507353	6.0
609294	6.0
4386375	6.0
470729	4.0
289369	5.0
470724	4.0
3313143	4.0
470720	4.0
139760	7.0
2479836	2.0
2210393	4.0
269786	4.0
4303534	5.0
2683818	6.0
4485182	3.0
2201412	8.0
4443190	5.0
129136	3.0
267203	7.0
469918	4.0
243062	1.0
700496	13.0
4446811	6.0
4485196	4.0
4485197	2.0
4485194	4.0
4485195	4.0
4485193	5.0
4485190	3.0
470587	4.0
4485189	3.0
4348277	6.0
54279	1.0
2677385	2.0
129270	11.0
4485222	7.0
2615429	2.0
157086	4.0
4412840	2.0
4485223	7.0
3824796	1.0
4351388	3.0
540483	2.0
609637	3.0
2718311	5.0
2838848	1.0
4485227	1.0
251928	7.0
4485448	4.0
4485449	4.0
471299	11.0
4419676	6.0
284476	3.0
233692	1.0
4329768	2.0
263619	4.0
4485444	4.0
4485445	4.0
4485446	4.0
4485447	4.0
237576	9.0
179754	4.0
470451	7.0
4462324	2.0
304981	2.0
471450	3.0
471453	3.0
149575	3.0
4367067	2.0
273412	5.0
248862	8.0
4238234	5.0
2137505	2.0
188447	6.0
4357341	1.0
2248438	4.0
804606	5.0
4485509	3.0
4485508	3.0
544485	13.0
4485504	4.0
4485507	3.0
4485506	3.0
108295	1.0
470738	4.0
471186	2.0
471184	2.0
129310	7.0
159676	4.0
174504	2.0
355966	2.0
219618	3.0
4449878	5.0
471188	3.0
366142	7.0
3942685	2.0
853882	2.0
263725	9.0
156688	2.0
143100	2.0
144444	4.0
4325014	2.0
610895	5.0
238598	11.0
4350952	2.0
4484567	6.0
263541	12.0
4055164	1.0
4162294	5.0
4123579	1.0
4360145	6.0
3498923	2.0
4418037	1.0
4397354	4.0
4127893	7.0
4484717	6.0
4484716	7.0
4484715	7.0
4484714	7.0
4484713	7.0
4484712	7.0
4484711	7.0
4484710	7.0
4485610	2.0
4485613	2.0
4485615	2.0
4485614	2.0
4485617	2.0
4485616	6.0
307772	1.0
267171	13.0
4360542	6.0
361918	2.0
260777	7.0
3485648	4.0
4217190	8.0
711230	1.0
261962	7.0
3254541	7.0
150530	5.0
128561	3.0
609300	6.0
231184	1.0
4484908	3.0
4484909	4.0
4484678	7.0
4484679	7.0
4484674	7.0
4484675	7.0
4484676	7.0
4484677	7.0
4484670	7.0
4484671	7.0
4484672	7.0
4484673	7.0
537277	12.0
4410509	5.0
183678	2.0
335145	7.0
4485066	9.0
240655	4.0
150517	7.0
150512	5.0
259772	3.0
3251608	1.0
259777	4.0
4368365	4.0
4256381	7.0
139426	7.0
4484876	4.0
4484877	4.0
4484874	4.0
348202	6.0
4484872	4.0
4484873	5.0
4484870	4.0
4484871	4.0
4484878	4.0
4484879	4.0
2131613	1.0
4436356	10.0
154768	4.0
2631853	1.0
236419	5.0
2808134	2.0
311337	1.0
55947	1.0
4485143	5.0
4471291	1.0
210009	9.0
260564	4.0
266240	12.0
266241	9.0
4286813	3.0
128526	3.0
470737	4.0
235459	7.0
166193	10.0
471284	4.0
266481	7.0
4484497	4.0
260964	9.0
469602	2.0
4484498	5.0
247959	4.0
4332986	2.0
4333409	11.0
154235	1.0
247822	6.0
study_106	4.0
study_107	2.0
314123	1.0
study_105	3.0
study_102	2.0
study_103	6.0
study_100	4.0
study_101	2.0
573322	10.0
784256	1.0
4413383	3.0
study_108	2.0
study_109	2.0
205487	5.0
779362	4.0
study_141	4.0
251227	7.0
145698	1.0
study_146	2.0
128782	6.0
128785	5.0
128787	2.0
2455890	5.0
4150998	9.0
4485298	4.0
4422718	3.0
2338591	2.0
160347	7.0
4485291	4.0
4485290	1.0
4484895	6.0
609288	6.0
195083	5.0
4484896	9.0
128807	3.0
2288536	6.0
4485057	9.0
4485056	8.0
4390980	6.0
4485054	9.0
4485053	9.0
4485052	9.0
4485051	9.0
4485050	9.0
470739	4.0
4430726	3.0
4476741	2.0
471369	5.0
3675923	6.0
2436670	1.0
2778461	7.0
128656	8.0
128657	9.0
251684	8.0
246847	3.0
2778915	1.0
265511	9.0
471441	7.0
210224	1.0
269293	2.0
4263526	12.0
4165717	5.0
768417	4.0
264395	7.0
470595	5.0
152179	3.0
469920	5.0
470973	2.0
4329084	4.0
129123	2.0
129121	4.0
470599	6.0
2346025	6.0
4367893	2.0
243403	5.0
4367894	2.0
471515	4.0
471511	2.0
3877367	14.0
265603	8.0
484443	7.0
810933	7.0
654294	4.0
138950	2.0
4469454	4.0
232609	1.0
271043	11.0
470207	4.0
128668	7.0
470200	4.0
4485475	6.0
128667	2.0
4457669	9.0
129014	2.0
290517	3.0
4485470	6.0
322522	7.0
4485472	4.0
2684261	6.0
3978769	5.0
128665	3.0
800190	5.0
2288451	7.0
1540667	7.0
4485273	11.0
141903	1.0
4446413	9.0
2820600	6.0
4484804	2.0
4485279	6.0
4485278	3.0
471468	8.0
144864	4.0
3195326	2.0
3623950	2.0
470441	7.0
470116	2.0
715818	10.0
470114	2.0
4485003	2.0
4394429	6.0
233066	3.0
4484770	13.0
258630	5.0
4484808	6.0
4377809	2.0
471249	11.0
128801	3.0
156851	6.0
330405	2.0
179419	5.0
557343	13.0
4485518	3.0
4485519	3.0
765949	5.0
4485512	3.0
4485513	3.0
4485511	3.0
4485516	3.0
4485517	3.0
4485514	3.0
4485515	3.0
129307	8.0
197035	10.0
471280	14.0
197037	1.0
790585	2.0
4485397	3.0
694975	1.0
3805786	13.0
798581	1.0
234467	2.0
study_185	3.0
212696	4.0
185311	4.0
610881	5.0
484462	5.0
4026143	7.0
258185	9.0
4485606	2.0
4485604	5.0
470870	7.0
4485600	2.0
4326142	3.0
609925	5.0
238720	1.0
2761928	3.0
4485609	2.0
555618	4.0
161656	9.0
4484700	8.0
3313921	4.0
4484708	1.0
4484709	7.0
206206	4.0
212212	9.0
4388598	1.0
763780	4.0
469739	6.0
259342	3.0
239416	9.0
2958927	7.0
541279	13.0
469734	6.0
261973	9.0
259587	4.0
131016	5.0
3200224	3.0
2587333	4.0
238439	3.0
4484649	6.0
4484648	6.0
322703	5.0
4368012	2.0
385603	4.0
4484641	2.0
4484640	2.0
4484643	11.0
4484642	11.0
4484645	11.0
4484644	11.0
4484647	6.0
4484646	12.0
3129281	2.0
149988	2.0
375671	8.0
239525	4.0
144643	5.0
218633	4.0
1708611	4.0
150509	13.0
607054	2.0
142996	2.0
4401705	5.0
161242	1.0
245187	3.0
314879	6.0
129089	2.0
608891	4.0
200840	1.0
4361046	3.0
4365254	9.0
4484802	9.0
4484801	3.0
4484800	3.0
4484807	7.0
4484805	5.0
2334620	1.0
559108	3.0
158191	6.0
158195	4.0
197806	5.0
265577	7.0
4484746	13.0
4484835	9.0
98036	9.0
4008231	6.0
4393998	10.0
3784989	1.0
704203	5.0
145029	7.0
2417152	7.0
244105	5.0
4485640	7.0
4458380	3.0
2868489	4.0
128827	4.0
4393682	2.0
4296034	3.0
649969	1.0
4342314	7.0
1826982	7.0
158582	2.0
257997	3.0
study_139	3.0
study_138	3.0
257992	1.0
138686	6.0
140750	9.0
study_133	4.0
study_132	1.0
study_131	3.0
study_130	4.0
study_137	2.0
215083	2.0
study_135	4.0
836673	7.0
128795	4.0
128794	7.0
470908	7.0
128790	2.0
4485270	3.0
1647599	4.0
359717	6.0
128563	6.0
362374	5.0
3427182	1.0
668356	5.0
3079206	1.0
267787	7.0
2167243	6.0
4343683	6.0
4484619	3.0
185581	4.0
4453985	1.0
250630	9.0
149574	4.0
128531	12.0
3954336	4.0
191674	3.0
235957	4.0
4485289	7.0
4403600	2.0
253592	2.0
4485280	6.0
137527	5.0
4485286	3.0
4485287	1.0
4485284	2.0
4485285	3.0
238461	3.0
4485048	9.0
4485049	9.0
4484613	6.0
4485044	7.0
4485045	8.0
4485046	8.0
128822	6.0
4485040	7.0
4485041	9.0
4485042	8.0
4485043	9.0
4484900	9.0
4328767	4.0
208217	5.0
666832	4.0
205587	3.0
916690	9.0
129158	4.0
163628	3.0
4403730	5.0
274319	10.0
193929	8.0
265258	7.0
4485587	5.0
609386	6.0
625553	2.0
187016	2.0
471509	4.0
4485198	6.0
2185462	7.0
4425945	12.0
341353	2.0
268771	4.0
4485582	5.0
4485327	3.0
471505	11.0
232294	6.0
532512	3.0
470697	3.0
470690	2.0
269194	2.0
201803	4.0
4485321	6.0
3678898	3.0
112346	1.0
4415491	1.0
4484907	3.0
1877257	7.0
534027	10.0
4346945	1.0
4485620	11.0
3429262	2.0
3377067	9.0
4485462	4.0
4352206	4.0
4485460	6.0
4485461	4.0
4485466	13.0
4485467	13.0
4485464	6.0
4485468	13.0
4485469	8.0
265816	12.0
4485264	2.0
4484904	10.0
268170	4.0
4485260	4.0
471434	7.0
471471	3.0
4485263	4.0
376720	2.0
4485268	2.0
4485269	7.0
152460	2.0
4448230	4.0
470477	5.0
2874789	2.0
2858425	4.0
179774	10.0
4449967	8.0
108810	1.0
471256	7.0
2138712	9.0
264723	6.0
study_136	4.0
4484680	7.0
4448288	4.0
3326779	4.0
270905	7.0
4439176	5.0
112096	7.0
352664	4.0
263529	13.0
4485246	4.0
471418	6.0
4379510	2.0
175858	3.0
2608235	3.0
263564	7.0
471374	5.0
245370	7.0
3867975	2.0
4485673	5.0
4485672	5.0
532521	9.0
4485670	5.0
4485677	5.0
4485676	5.0
4485675	5.0
4485674	5.0
4485679	5.0
3860764	5.0
129227	3.0
4398962	5.0
4484730	4.0
4484733	12.0
4484735	13.0
4484734	12.0
4484737	12.0
267934	10.0
4421738	2.0
4484738	13.0
4385288	7.0
4275953	3.0
2474302	3.0
1580218	1.0
263411	8.0
4407904	2.0
129201	5.0
3912756	2.0
471092	6.0
266646	2.0
249377	1.0
266643	9.0
2667143	1.0
149919	4.0
4484656	3.0
4361038	7.0
4484655	3.0
4484652	10.0
4484653	10.0
4484650	1.0
4484651	10.0
320868	1.0
4484658	3.0
264203	13.0
4485709	2.0
4485708	6.0
4485707	2.0
4485706	3.0
4485705	6.0
4485703	1.0
3826011	2.0
4485701	7.0
4485700	1.0
4406729	7.0
4484505	4.0
2504699	1.0
245173	4.0
140005	4.0
225045	3.0
156719	7.0
261703	10.0
816451	6.0
471238	8.0
4479146	5.0
304455	2.0
301131	1.0
173855	5.0
223278	4.0
4444741	4.0
156737	3.0
4484821	7.0
593785	11.0
4484810	6.0
4484811	5.0
4484812	7.0
4484813	7.0
4475069	2.0
4484815	7.0
4484816	7.0
4484817	7.0
4484818	7.0
4484819	7.0
3946733	4.0
4357656	2.0
1632697	4.0
253392	4.0
263364	12.0
2117818	1.0
260545	12.0
128897	14.0
557427	10.0
study_82	4.0
study_83	6.0
study_80	6.0
study_81	3.0
study_86	4.0
study_87	2.0
study_84	4.0
study_85	4.0
study_88	2.0
study_89	8.0
3080437	2.0
4485117	6.0
293340	2.0
2668680	2.0
172489	2.0
128812	7.0
4484668	7.0
4243866	2.0
4484915	5.0
1744100	7.0
247934	3.0
4484914	5.0
4393521	3.0
140564	2.0
4484917	5.0
680191	3.0
155790	3.0
study_128	7.0
study_129	4.0
205758	4.0
study_124	2.0
study_125	4.0
study_126	4.0
study_127	5.0
study_120	2.0
study_121	2.0
study_122	4.0
study_123	2.0
4219370	2.0
347487	1.0
2026882	1.0
4484912	5.0
205510	10.0
156939	5.0
262610	3.0
128497	2.0
292137	2.0
348006	1.0
134289	5.0
235725	5.0
153191	5.0
469921	2.0
166714	9.0
4484994	7.0
4485694	4.0
345429	2.0
470117	2.0
4485696	4.0
3672635	6.0
4485079	2.0
49474	1.0
4485071	3.0
4485070	3.0
4485072	3.0
4485075	3.0
4485074	3.0
4485434	6.0
3720432	1.0
675087	6.0
753069	4.0
study_68	4.0
study_69	2.0
128675	2.0
128676	2.0
270000	7.0
study_60	4.0
study_61	3.0
study_62	4.0
study_63	2.0
study_64	4.0
study_65	4.0
study_66	6.0
study_67	11.0
4485383	4.0
362631	6.0
4485381	3.0
4485380	2.0
4485387	6.0
4485386	6.0
4485385	6.0
4485384	6.0
265247	12.0
4485389	6.0
4485388	6.0
152628	3.0
203565	4.0
151970	8.0
3495933	7.0
248271	8.0
526890	2.0
152399	2.0
567420	1.0
4485047	9.0
269369	7.0
269004	7.0
346429	2.0
3791646	1.0
3877343	7.0
484463	5.0
470687	4.0
4484916	5.0
146037	3.0
470688	5.0
4347267	6.0
331312	1.0
470621	5.0
4394359	7.0
153653	1.0
575008	12.0
133501	1.0
470265	5.0
223996	1.0
3016087	8.0
129070	6.0
4484911	5.0
531155	2.0
4391547	2.0
4485498	2.0
4485496	5.0
4485495	5.0
4485492	3.0
4485491	8.0
4485251	4.0
4485250	4.0
4485253	4.0
1909922	2.0
4485255	4.0
4485254	4.0
4485257	4.0
4485256	4.0
4485259	4.0
4485258	4.0
4172691	3.0
226033	6.0
4329133	3.0
470464	8.0
470463	8.0
470462	8.0
606025	2.0
3526876	2.0
216474	9.0
3725977	5.0
4413127	5.0
471226	2.0
262998	9.0
471224	3.0
4484913	5.0
study_134	3.0
128855	5.0
335393	5.0
194752	6.0
343062	7.0
229175	5.0
4484586	5.0
4461903	3.0
177281	4.0
471318	4.0
301787	4.0
471314	6.0
268016	2.0
268011	2.0
174245	3.0
2885638	1.0
471137	5.0
245699	11.0
109732	3.0
4435752	13.0
251698	7.0
350167	1.0
267636	13.0
471139	4.0
4485660	5.0
516354	5.0
4485663	5.0
4485664	5.0
4485665	5.0
4485666	5.0
4485667	5.0
4485668	5.0
4485669	5.0
3777162	5.0
242988	4.0
317108	1.0
4484728	3.0
132290	1.0
4484724	4.0
3843288	1.0
2469997	1.0
4484720	5.0
4484721	5.0
129218	6.0
4485555	5.0
242503	8.0
239729	1.0
4222524	4.0
4216614	7.0
4360820	1.0
111673	1.0
4386580	1.0
4348550	6.0
4477819	3.0
4485662	5.0
4484623	2.0
4484622	2.0
4484621	2.0
4484620	2.0
4484627	5.0
4484626	5.0
4484625	5.0
1680485	1.0
349112	1.0
4484629	3.0
4484628	5.0
262373	9.0
4484582	5.0
680562	2.0
568578	13.0
4485714	1.0
160932	2.0
4485710	2.0
2417119	4.0
4485712	3.0
4485713	3.0
156705	1.0
222801	9.0
145419	3.0
4344960	7.0
4485559	5.0
4484583	5.0
356701	14.0
261719	13.0
2483597	3.0
1611605	3.0
4484758	13.0
729486	3.0
2439887	3.0
559163	13.0
4484828	3.0
256970	3.0
4484537	4.0
4484536	4.0
4484827	4.0
4484534	8.0
4484533	8.0
4484532	8.0
4484823	7.0
4484822	7.0
4083118	1.0
4334863	2.0
4406668	14.0
343857	7.0
258176	3.0
580234	11.0
240847	2.0
266271	5.0
574063	1.0
4372410	3.0
261827	7.0
study_95	6.0
study_94	4.0
study_97	2.0
325328	2.0
study_91	4.0
study_90	2.0
study_93	2.0
study_92	4.0
148201	3.0
139547	7.0
study_99	4.0
study_98	3.0
128809	4.0
192183	5.0
262592	12.0
262590	9.0
198925	2.0
3078923	5.0
150527	6.0
150526	6.0
3201462	2.0
3563348	2.0
2760015	3.0
4388850	1.0
348109	3.0
4105724	2.0
4431534	2.0
766559	13.0
4413755	7.0
348968	7.0
262620	7.0
128546	7.0
1885221	2.0
4370809	1.0
250349	9.0
4359594	7.0
193562	3.0
814852	6.0
139494	3.0
1804159	6.0
260210	7.0
4485067	9.0
4485064	9.0
4485065	9.0
4485062	9.0
4485063	9.0
4485061	9.0
170898	5.0
2560266	1.0
260579	4.0
4484926	5.0
4485068	3.0
4343519	2.0
469835	5.0
194022	5.0
162373	6.0
4463343	3.0
339877	6.0
270584	2.0
4288258	1.0
255110	3.0
study_79	4.0
study_78	2.0
2952856	4.0
484296	1.0
484294	3.0
study_73	4.0
study_72	3.0
study_71	2.0
study_70	3.0
4485069	3.0
study_76	2.0
study_75	6.0
study_74	4.0
4485390	6.0
4485391	13.0
4485392	13.0
4485393	13.0
4485394	4.0
4485395	5.0
4485396	5.0
556496	4.0
4485399	2.0
204252	2.0
358019	3.0
4384372	9.0
study_77	4.0
268718	4.0
540914	9.0
4484630	4.0
714621	3.0
4374740	2.0
2985051	1.0
218364	6.0
146437	3.0
772282	1.0
3460769	2.0
470679	5.0
138521	6.0
139039	13.0
138523	5.0
138522	6.0
470670	5.0
264529	7.0
609671	1.0
112417	1.0
4467602	3.0
1556217	4.0
270856	2.0
129049	3.0
2844103	2.0
129044	7.0
4485487	6.0
191707	3.0
4485482	7.0
4443700	6.0
470494	1.0
471412	6.0
4485248	4.0
4485249	4.0
269431	13.0
4485247	4.0
4485244	4.0
4485245	4.0
4485242	4.0
4485243	4.0
4485240	4.0
4485241	4.0
179555	3.0
260971	9.0
83486	1.0
207682	9.0
164557	5.0
470416	7.0
470321	5.0
470324	2.0
4485728	5.0
471230	4.0
316248	2.0
133209	1.0
4484825	4.0
131285	5.0
179317	2.0
413206	4.0
213803	9.0
2998997	2.0
4484553	10.0
1523274	5.0
1524916	5.0
343072	3.0
4484609	12.0
208731	3.0
470254	5.0
470527	5.0
470524	4.0
129061	6.0
237442	4.0
470251	5.0
4454753	3.0
4398043	7.0
156390	5.0
129191	4.0
156644	6.0
156646	2.0
471124	5.0
4484552	1.0
283204	7.0
606983	4.0
611106	5.0
516347	2.0
139293	7.0
4484599	5.0
4485651	2.0
4485650	4.0
4485038	9.0
129225	6.0
4484759	13.0
573725	13.0
4326492	4.0
4484753	13.0
4484752	13.0
4484751	13.0
610987	6.0
4484757	13.0
4484756	13.0
4484755	13.0
4484754	13.0
267139	9.0
440950	4.0
551323	2.0
1563515	1.0
607581	7.0
4412145	3.0
4305481	5.0
263216	7.0
469946	4.0
4344351	4.0
4438603	5.0
4444348	7.0
2060924	5.0
267967	9.0
4453403	4.0
266665	9.0
263218	9.0
3591580	5.0
4484631	4.0
3599599	7.0
4484633	6.0
4484635	3.0
238420	4.0
128474	2.0
4484639	9.0
241989	3.0
2472796	4.0
4485261	4.0
4485729	1.0
4387942	1.0
606359	3.0
4485262	4.0
469655	4.0
4485721	7.0
4485720	7.0
4485723	3.0
4485722	7.0
4485725	2.0
4485724	3.0
197217	7.0
4485303	6.0
study_116	3.0
4204363	6.0
266867	7.0
174325	2.0
224794	3.0
study_110	3.0
