nodes	16S_rRNA_Count
'internal_node_4212'	8.77534484910366
'internal_node_4213'	8.56561040155203
'internal_node_4214'	9
'internal_node_4217'	8
'internal_node_4220'	9
'internal_node_4224'	10
'internal_node_4225'	10
'internal_node_4239'	10.6859370641831
'internal_node_4240'	9.74060029685102
'internal_node_4241'	8.87894010011552
'internal_node_4242'	9.33628344642676
'internal_node_4243'	10.527049905965
'internal_node_4248'	10.8904070949608
'internal_node_4267'	8.68253512529813
'internal_node_4268'	9.38755804008042
'internal_node_4273'	1.97942391354458
'internal_node_4274'	1.97580317932242
'internal_node_4275'	2.02861829621797
'internal_node_4276'	2.04318872162133
'internal_node_4277'	2.07496371225131
'internal_node_4279'	1
'internal_node_4280'	1
'internal_node_4281'	1
'internal_node_4282'	1
'internal_node_4290'	3.26785827344779
'internal_node_4296'	2.38846493273357
'internal_node_4297'	1.78777733046961
'internal_node_4298'	3
'internal_node_4299'	3
'internal_node_4302'	3
'internal_node_4311'	2
'internal_node_4312'	2
'internal_node_4318'	1.90973383806054
'internal_node_4319'	1.8361058517401
'internal_node_4324'	2
'internal_node_4328'	2
'internal_node_4332'	2.41497227075433
'internal_node_4333'	2.42723397574402
'internal_node_4338'	2.39665507305114
'internal_node_4339'	2.58568154177815
'internal_node_4340'	2
'internal_node_4341'	2
'internal_node_4342'	2
'internal_node_4343'	2
'internal_node_4346'	2
'internal_node_4347'	2
'internal_node_4355'	2
'internal_node_4362'	2
'internal_node_4363'	2
'internal_node_4369'	4
'internal_node_4372'	2
'internal_node_4373'	2
'internal_node_4377'	2
'internal_node_4378'	2
'internal_node_4383'	3
'internal_node_4385'	3
'internal_node_4386'	3
'internal_node_4387'	3
'internal_node_4388'	3
'internal_node_4389'	3
'internal_node_4390'	3
'internal_node_4391'	3
'internal_node_4392'	3
'internal_node_4412'	2.69532681548788
'internal_node_4413'	3.32575278871355
'internal_node_4414'	2.31974611261456
'internal_node_4415'	2.46106940788601
'internal_node_4416'	2.91228277817142
'internal_node_4417'	3.19873325189344
'internal_node_4418'	2.90244788000192
'internal_node_4419'	3.04638371774504
'internal_node_4420'	3.27738731395259
'internal_node_4421'	2.64837105467009
'internal_node_4422'	2.86909118172499
'internal_node_4423'	2.76979479793595
'internal_node_4424'	2.54385770189456
'internal_node_4429'	3
'internal_node_4430'	3
'internal_node_4431'	3
'internal_node_4437'	2.43460369513003
'internal_node_4443'	2
'internal_node_4447'	3.97346581291438
'internal_node_4449'	3.12031121077993
'internal_node_4450'	4.34790794223827
'internal_node_4451'	5.05347837517689
'internal_node_4452'	4.56269484411414
'internal_node_4466'	3.51142709477532
'internal_node_4472'	3
'internal_node_4484'	4.90071612733429
'internal_node_4485'	4.90042001947617
'internal_node_4486'	6.23043819651996
'internal_node_4487'	6.41531252152234
'internal_node_4489'	6
'internal_node_4504'	6
'internal_node_4512'	4.90105939136644
'internal_node_4513'	5.31253407056925
'internal_node_4515'	5.49549508866756
'internal_node_4517'	6
'internal_node_4524'	6
'internal_node_4525'	6
'internal_node_4526'	6
'internal_node_4533'	6
'internal_node_4535'	6
'internal_node_4565'	5
'internal_node_4601'	4.19380621197366
'internal_node_4609'	4.4044909672326
'internal_node_4616'	4
'internal_node_4618'	4
'internal_node_4641'	4
'internal_node_4673'	4.63446476102103
'internal_node_4674'	4
'internal_node_4675'	4
'internal_node_4728'	2.68442830535658
'internal_node_4729'	2.5394660092237
'internal_node_4732'	2.85348393576188
'internal_node_4735'	4
'internal_node_4740'	2.15629539963261
'internal_node_4741'	2
'internal_node_4742'	2
'internal_node_4747'	2.43449494853553
'internal_node_4753'	1
'internal_node_4757'	1
'internal_node_4761'	1.93317345781379
'internal_node_4762'	2.3714087959895
'internal_node_4763'	2.99538113080296
'internal_node_4764'	2.40995829705787
'internal_node_4765'	3
'internal_node_4766'	3
'internal_node_4767'	3
'internal_node_4768'	3
'internal_node_4776'	1.65790515579503
'internal_node_4777'	2
'internal_node_4778'	2
'internal_node_4785'	4.1571584120325
'internal_node_4792'	1.43705170856062
'internal_node_4799'	6.21945751278437
'internal_node_4800'	7.50489467906291
'internal_node_4814'	4
'internal_node_4817'	4
'internal_node_4819'	4
'internal_node_4820'	4
'internal_node_4821'	4
'internal_node_4822'	4
'internal_node_4823'	4
'internal_node_4824'	4
'internal_node_4835'	4
'internal_node_4863'	4
'internal_node_4892'	1
'internal_node_4896'	2.52391835474116
'internal_node_4897'	2.44602162395984
'internal_node_4898'	2.88242226231663
'internal_node_4899'	2.24655717706545
'internal_node_4900'	2.28183407681812
'internal_node_4901'	2.24391098508884
'internal_node_4902'	2.55815144481196
'internal_node_4903'	2.38717101585247
'internal_node_4904'	1.55216760410363
'internal_node_4907'	2.93534049874083
'internal_node_4908'	1.70128745825922
'internal_node_4909'	1.86982697968559
'internal_node_4910'	1.79485038227853
'internal_node_4911'	2.51357272867277
'internal_node_4920'	1.39578654908058
'internal_node_4921'	1.56737855669258
'internal_node_4922'	1.46987047904471
'internal_node_4923'	1.788611061574
'internal_node_4924'	1.57467651885578
'internal_node_4925'	2
'internal_node_4929'	2
'internal_node_4930'	2
'internal_node_4939'	1.66463937328962
'internal_node_4940'	2
'internal_node_4943'	1.3185520923291
'internal_node_4949'	5.65103964089569
'internal_node_4950'	5.46416715445463
'internal_node_4951'	5
'internal_node_4953'	5
'internal_node_4955'	5
'internal_node_4971'	2.81667369515422
'internal_node_4973'	2.44978372280295
'internal_node_4974'	2.65798760145301
'internal_node_4975'	2.99664637345184
'internal_node_4976'	3
'internal_node_4977'	3
'internal_node_4978'	3
'internal_node_4979'	3
'internal_node_5000'	2.99007744445239
'internal_node_5012'	2
'internal_node_5013'	2
'internal_node_5014'	2
'internal_node_5015'	2
'internal_node_5018'	2
'internal_node_5023'	2
'internal_node_5031'	3.59819792075974
'internal_node_5038'	3
'internal_node_5049'	3
'internal_node_5053'	3
'internal_node_5055'	3
'internal_node_5057'	3
'internal_node_5058'	3
'internal_node_5059'	3
'internal_node_5069'	3
'internal_node_5081'	3
'internal_node_5155'	1.9206582171743
'internal_node_5156'	2.30015002457766
'internal_node_5157'	1.63360091527992
'internal_node_5158'	1.41130382562198
'internal_node_5164'	3.31948528619988
'internal_node_5166'	3.08589940534574
'internal_node_5167'	3.49144337239486
'internal_node_5168'	2.77675426668214
'internal_node_5205'	3.93412816955306
'internal_node_5274'	3.66623412493978
'internal_node_5276'	4
'internal_node_5277'	4
'internal_node_5279'	4
'internal_node_5299'	1
'internal_node_5302'	2.40463169969511
'internal_node_5304'	2
'internal_node_5305'	2
'internal_node_5306'	2
'internal_node_5307'	2
'internal_node_5319'	2.14356362619017
'internal_node_5320'	1.8587061881969
'internal_node_5321'	2.21678330145
'internal_node_5322'	1.86575310378218
'internal_node_5323'	2.47737178457003
'internal_node_5339'	3
'internal_node_5344'	3.80577590044881
'internal_node_5345'	3.92335926321315
'internal_node_5346'	3.8915051642619
'internal_node_5347'	4.93358491706762
'internal_node_5348'	6.4995578900961
'internal_node_5366'	3.51932311881821
'internal_node_5367'	4.02293854915566
'internal_node_5368'	4.03395019691292
'internal_node_5369'	3.56590646576643
'internal_node_5370'	4
'internal_node_5374'	4.76393442622951
'internal_node_5375'	4.38197424892704
'internal_node_5376'	5
'internal_node_5377'	5
'internal_node_5378'	5
'internal_node_5379'	5
'internal_node_5380'	5
'internal_node_5391'	1.5514493505517
'internal_node_5392'	2.07711042990532
'internal_node_5393'	2.49722808755814
'internal_node_5394'	3
'internal_node_5405'	1
'internal_node_5406'	1
'internal_node_5407'	1
'internal_node_5408'	1
'internal_node_5409'	1
'internal_node_5410'	1
'internal_node_5412'	1
'internal_node_5420'	1
'internal_node_5421'	1
'internal_node_5426'	1
'internal_node_5431'	1
'internal_node_5432'	1
'internal_node_5434'	1
'internal_node_5446'	1
'internal_node_5449'	1
'internal_node_5450'	1
'internal_node_5451'	1
'internal_node_5452'	1
'internal_node_5453'	1
'internal_node_5455'	1
'internal_node_5456'	1
'internal_node_5457'	1
'internal_node_5462'	1
'internal_node_5463'	1
'internal_node_5471'	1
'internal_node_5476'	1
'internal_node_5477'	1
'internal_node_5481'	1
'internal_node_5485'	1.4939609826149
'internal_node_5487'	2
'internal_node_5488'	2
'internal_node_5495'	2
'internal_node_5499'	1.25966613168622
'internal_node_5500'	1.40738046521906
'internal_node_5501'	1
'internal_node_5502'	1
'internal_node_5511'	1
'internal_node_5518'	7.56271396668284
'internal_node_5519'	6.82634507668967
'internal_node_5520'	4.89244039073241
'internal_node_5521'	5.55033392073051
'internal_node_5527'	5.54289489011039
'internal_node_5532'	5.9366378506227
'internal_node_5533'	5.45274254345811
'internal_node_5534'	3.28240640785605
'internal_node_5535'	3.04017513816923
'internal_node_5536'	1.8790837297868
'internal_node_5538'	2.25231549917518
'internal_node_5539'	1.90948558365458
'internal_node_5541'	2.492228400052
'internal_node_5615'	4.38309365409643
'internal_node_5616'	5.57800293722399
'internal_node_5658'	4
'internal_node_5668'	3.65424482685553
'internal_node_5669'	3.42194308033187
'internal_node_5672'	1.52891018467007
'internal_node_5727'	1.92180819021288
'internal_node_5736'	2.96787726458609
'internal_node_5737'	1
'internal_node_5779'	4.90766468113536
'internal_node_5795'	2.97433725307988
'internal_node_5843'	4.05167942754633
'internal_node_5844'	2.825643699227
'internal_node_6075'	9.32800559407791
'internal_node_6076'	9.08214572176888
'internal_node_6077'	9.42470283594403
'internal_node_6078'	8.59384199935157
'internal_node_6086'	7.70922347972679
'internal_node_6087'	8.95426108290031
'internal_node_6092'	8.91770065061335
'internal_node_6096'	8.79207256226806
'internal_node_6097'	9
'internal_node_6109'	8.48424656988522
'internal_node_6119'	8
'internal_node_6125'	10.2543071189181
'internal_node_6126'	10.9596607782068
'internal_node_6132'	9.18826409949386
'internal_node_6134'	8.89430479559663
'internal_node_6194'	12.2481560344032
'internal_node_6233'	11
'internal_node_6248'	8.06957941089463
'internal_node_6249'	7
'internal_node_6286'	6.63731773838185
'internal_node_6287'	7.20522570692611
'internal_node_6289'	8.86673485575269
'internal_node_6290'	8.78816369644456
'internal_node_6298'	10.7873154109906
'internal_node_6300'	9.74128004770505
'internal_node_6337'	8.96912700525146
'internal_node_6345'	4
'internal_node_6376'	2.33207390922415
'internal_node_6377'	2.90871385905894
'internal_node_6378'	1.63536970255067
'internal_node_6379'	1.41845936753836
'internal_node_6380'	1.43672132917737
'internal_node_6381'	1.41402199449482
'internal_node_6382'	1
'internal_node_6383'	1
'internal_node_6384'	1
'internal_node_6385'	1
'internal_node_6386'	1
'internal_node_6387'	1
'internal_node_6388'	1
'internal_node_6397'	1.93017441146416
'internal_node_6398'	2
'internal_node_6403'	1.83961958439025
'internal_node_6404'	1.68897619067985
'internal_node_6405'	1.5
'internal_node_6409'	2
'internal_node_6412'	1.50229938574028
'internal_node_6415'	1.39504688117922
'internal_node_6416'	1.5006807455651
'internal_node_6417'	1.50135987183233
'internal_node_6418'	2
'internal_node_6456'	2
'internal_node_6464'	1.49985540882102
'internal_node_6465'	1
'internal_node_6466'	1
'internal_node_6472'	2
'internal_node_6473'	2
'internal_node_6478'	2
'internal_node_6479'	2
'internal_node_6480'	2
'internal_node_6481'	2
'internal_node_6484'	2
'internal_node_6487'	2
'internal_node_6491'	5.65866753714297
'internal_node_6492'	6.56498037275309
'internal_node_6527'	4.70331712140417
'internal_node_6528'	4.48449906138331
'internal_node_6538'	1.51501450192565
'internal_node_6560'	2
'internal_node_6561'	2
'internal_node_6562'	2
'internal_node_6563'	2
'internal_node_6588'	9
'internal_node_6591'	8.9106714192289
'internal_node_6592'	9.67701106534566
'internal_node_6593'	10
'internal_node_6598'	9.19916114244125
'internal_node_6603'	8
'internal_node_6604'	8
'internal_node_6610'	8.10542384469094
'internal_node_6611'	7.64893180161315
'internal_node_6616'	8.94069379426907
'internal_node_6620'	4.7362062408984
'internal_node_6621'	5.17663924269273
'internal_node_6622'	4.52932181978321
'internal_node_6627'	5.65324554182953
'internal_node_6628'	5.42101623733114
'internal_node_6629'	5.54265441761494
'internal_node_6631'	5.47191549752794
'internal_node_6641'	5.62121604158325
'internal_node_6652'	5.25256314980156
'internal_node_6653'	5.03407259833112
'internal_node_6655'	5.25948339360922
'internal_node_6656'	5.03738883193361
'internal_node_6662'	5.28543285710215
'internal_node_6663'	5.78024261188725
'internal_node_6665'	5.17526542775443
'internal_node_6666'	5.70938183390174
'internal_node_6667'	5.52143699928408
'internal_node_6668'	5
'internal_node_6704'	5
'internal_node_6705'	5
'internal_node_6706'	5
'internal_node_6707'	5
'internal_node_6708'	5
'internal_node_6709'	5
'internal_node_6772'	5.86423747877587
'internal_node_6773'	5
'internal_node_6774'	5
'internal_node_6775'	5
'internal_node_6819'	13.454818182469
'internal_node_6836'	13
'internal_node_6907'	11
'internal_node_6908'	11
