#gg_id	img_genome_id
4294354	645951844
3548459	2516143048
4294356	645951844
4294352	645951844
4182962	2516143031
4294353	645951844
607581	648276652
4162460	2516143005
128546	637000094
3698798	2516143047
152746	637000347
3306262	640427147
3828185	2516143072
471280	643692007
2683818	643692038
2649931	643692039
398895	644736386
269769	641736143
2223442	2516143075
2221793	2516143072
226145	644736369
4243075	2516143072
4416735	2511231065
2966631	2516143072
471011	645058811
266240	641736138
3669495	2516143096
469800	642979334
470697	643886108
2645000	644736387
469488	643886015
471333	643692011
263525	641736248
2922678	2516143083
2103790	2516143009
4354665	651053004
154782	638341070
3533595	2516143098
2004058	2516143007
3548460	2516143007
3016087	646311929
4051513	2516143045
470324	645951852
4135929	2516143047
1714793	2516143017
4018337	2516143017
273412	641736263
2122727	644736394
4384372	641522617
3498923	649633096
470623	643886053
261973	641736137
471002	645058810
259463	641736137
260964	641736137
266197	641736249
4411888	650716069
469858	642979324
266105	641736137
3497179	2511231094
129027	646311909
2058667	2516143033
4294218	643886049
4294215	643886049
356835	643348531
3822178	640069322
1125395	2511231157
212576	640069331
1802115	643692047
250045	640963039
250153	640963039
369055	643348532
3679748	2516143080
4398962	643692013
2105382	650716093
261205	641736249
3471938	2516143038
4482498	2506520035
3867975	649633053
2536108	2516143037
2304095	2516143045
4325601	651053073
4471291	640069332
469739	640963023
2901994	2516143045
471159	645058761
3226003	2516143086
2524634	2516143023
514177	646862330
3204223	2516143095
471230	646564564
2094641	641522608
4482325	2516143031
1530189	2516143100
471249	643692005
2246754	643692017
2222303	2516143033
4325521	643692001
471369	643692037
569411	645058709
4394359	643692035
1521240	2516143083
3066324	643692017
2078226	2516143005
4480115	643348503
2560266	650377939
4294201	643886200
112073	638154522
128785	637000301
4454753	646311961
4355625	646311953
2868489	646311965
4398521	646564565
3636697	646311962
322522	643348551
3081924	643348551
4476741	646311962
3931094	2516143093
81504	646564508
2227941	2516143045
752596	647000225
128561	637000042
4348874	649633026
312745	642791616
3236522	2516143033
4466797	2516143051
4421459	648028012
4050895	2516143046
2818186	2516143059
170898	637000127
246712	640753050
4448866	648028012
471394	641522637
470971	640963024
4341810	648028026
4347267	648028011
532512	647000298
4171293	2516143065
1829651	2516143083
4294103	643886143
3932507	2516143015
270055	641736272
3583282	2516143063
4294299	645951844
2851331	2516143053
2155013	2516143031
3193785	638154503
223278	640427131
223938	640427141
224794	640427106
218513	640427113
3756908	648028047
218633	640427133
2469997	648028023
4326876	648028052
4227501	2516143053
4325965	2511231104
3237646	2516143101
4243316	2516143066
1565035	2516143101
128600	637000337
4038490	2516143101
416239	645058789
2262987	2516143042
197217	640196212
376835	645058789
3591580	646862307
269612	641736102
267139	641736113
262492	641736113
610920	648276731
2680223	646862305
266356	641736250
469987	641736113
576665	645951862
3087575	2516143085
283204	641522650
3251870	2516143060
178989	639633014
471360	640069312
3288960	649633077
236419	639633006
194752	639633014
188447	639633014
575008	645058774
2496550	2516143007
3534657	2516143037
2395023	2516143087
197037	642555140
265649	641736265
154574	637000312
470737	643886194
3336366	2516143031
471141	645058800
3928546	2516143064
3423832	2516143043
128563	637000153
161656	637000139
2443574	649633053
259101	641736221
555618	645058839
4413120	646564558
289250	642555165
333163	642791625
2517465	2516143006
1833692	2516143006
1698781	2516143006
2932014	2516143010
2637155	2516143085
4294126	645058814
608877	648276674
2876536	2516143017
4294336	645951844
4396792	646564512
2546331	646564566
3997977	2516143066
2728930	2511231211
3254858	2516143006
3630583	646564583
174325	639279312
269050	641736199
2910185	2516143078
3260044	2516143077
3234896	2516143078
146862	637000011
606359	649989905
2565560	2516143077
2333738	2516143077
140070	638341202
260206	641736221
1994308	650716017
4484305	650716013
4234406	2516143047
1808413	2516143101
2838613	2516143010
3631313	2516143061
4332346	650716054
142595	637000325
3562592	650716075
259608	641522610
264222	641736147
149505	638341138
343072	642555103
253824	640963044
251647	640963039
2190710	2516143092
1884636	2516143031
4329682	637000264
3146827	2516143039
4137429	2516143039
1657310	2516143092
1834265	2516143074
3905113	2516143092
4294283	645951844
2985522	2516143042
4294291	645951844
4151077	2516143042
470973	640963025
3356140	2516143042
128907	637000201
4294205	643886150
4432878	643692055
470487	643886213
258477	645951877
4400661	646564547
4311159	2517093032
2433513	2516143069
1961658	2516143050
1136565	2511231192
128809	637000189
257448	641380440
2297570	646564515
4382244	651053032
356467	642555146
2078434	637000269
4482910	651053034
3640121	651053035
610410	647000296
204398	640612200
4360679	650716071
1853437	2511231085
261093	641736271
3073614	2516143098
726547	643886132
175923	639633039
800498	643886132
770530	643886132
800190	648276718
192183	640196202
3096367	2516143026
4265589	650716073
235459	640963031
3016196	2511231143
4294382	645951844
4294315	645951844
2086460	2516143036
350167	642791624
2570902	2511231131
711042	646862310
4294413	645951844
154130	638341140
540483	646862333
4467649	646862334
4294425	642791623
4294381	645951844
3286983	648028042
139331	638341083
152399	638341215
611106	648276754
2297220	2516143078
140750	637000217
261946	641522661
1549674	2516143049
3772028	2516143049
868041	650377985
3747264	650716009
1804159	637000351
103289	638341118
4362250	650716056
2939595	650716032
4483840	2516143079
3562109	2516143079
2164481	2516143079
4294313	645951844
3333176	2516143089
3802353	2516143038
149919	637000052
201088	637000052
4461807	2516143082
258630	641736262
4294102	643886143
3872482	2516143082
359026	642979348
3905393	643348546
4294415	645951844
4294358	645951844
4024811	2516143060
4294357	645951844
3641490	2516143075
341353	645951878
271098	645951878
267446	645951878
270905	641736172
4410987	643692041
3485648	643692042
1148250	2511231204
2660448	2511231207
4400652	651053076
2248438	643692040
4417490	643692043
4395616	643348544
259426	641522633
259492	641736116
339584	643348560
210009	640612200
1767542	650716097
471350	643692027
3341679	643692024
3534376	2516143036
268785	641736143
1107644	651053060
269830	641736217
1921545	2511231218
2885288	2512564031
4294376	645951844
3707156	2516143007
4028841	2516143013
4294365	645951844
4471112	2513237195
4294394	645951844
471139	645058700
3294868	2516143010
2210110	2516143010
2104020	2516143010
3446301	2516143015
1143758	2511231201
370187	642979339
270056	641736137
4403730	643348578
1538827	2516143052
4294434	645951844
265511	641736137
4294224	643886049
4294223	643886049
4461629	2513237185
3386396	2516143052
4244762	644736403
375671	646564538
205487	640069301
607066	648276634
214832	640069304
4430726	649633007
4294346	645951844
835310	646862323
2143710	2516143055
471299	640069308
137527	638341080
4481484	2511231102
3110915	649633034
469737	640963023
2266188	646311918
3168922	2516143086
469890	645951834
4119680	2516143086
2959838	2516143074
3228888	2516143055
471418	637000156
149068	638341211
1806635	650716046
2798577	2516143016
1910534	2516143031
3329620	2516143033
2957313	2516143033
2590181	2516143031
1954967	2516143033
3946733	646311954
3286817	2516143031
3000961	2516143031
471221	643692002
3517985	2516143033
154235	638341246
4415491	646311917
470925	643886201
3417309	2516143084
4294200	643886200
592611	646862332
3784989	638154501
137113	638154516
266271	641736258
4358870	646311952
804606	648276641
333765	642555172
3302731	2516143039
784256	650377988
785760	650377990
470494	643886141
470744	645058784
470221	643886057
470741	645058784
1871671	2516143013
2959183	2516143082
471288	640069309
2002173	2516143026
4467602	649633097
1777096	2516143098
4241368	2516143084
3956808	648028028
3134127	2516143059
2992937	2516143039
2834267	648028013
4457669	648028016
359717	642979319
1689345	2516143039
138686	637000273
129021	637000209
1972977	637000275
4439176	637000274
128625	639279304
3935866	649633006
4436356	649633008
129299	637000018
3681639	2516143013
2060924	648028037
3372469	648028031
268170	641736272
4046488	2516143016
1826982	646311923
3181506	2516143009
2113664	2516143098
2890212	2516143083
804641	648276748
1964627	643348538
1939523	2516143053
3162911	2516143053
3900345	2516143053
222847	640427138
222236	640427138
2166055	648028051
4007299	648028051
179555	639633048
191707	639633048
2032363	648028003
2819473	648028010
413206	645058713
484365	645058814
1764228	643348564
2864045	2516143083
610180	648276716
2283711	646862301
4456362	643348509
128801	637000341
278595	642555127
2686359	2516143085
2802577	2516143016
2397054	2516143060
4384000	2516143060
3103442	2516143057
773031	645058724
4294391	645951844
3411111	2516143085
2323252	2516143085
1620961	2516143076
3502966	2516143013
2867020	649633029
2468183	2516143034
224220	640427122
4294267	643886005
4294268	643886005
3809713	2516143063
226847	640427130
2436670	640753046
2272651	640753044
163757	639633056
2028276	640753043
247344	640753021
4422068	649633017
3304020	2516143021
156705	637000192
160193	637000046
161581	637000046
161380	637000046
191674	639633016
267967	641736145
263619	641736126
470171	641380422
179774	639633021
469734	645951811
2398623	649633033
4355564	2511231158
3610385	2516143100
3226421	643348548
4294278	642979324
262191	641736212
247959	641380434
3196378	2511231189
804621	648276690
1113153	651053069
1143866	2511231206
3442614	2511231193
76821	637000182
2898929	2511231206
3326779	644736409
484338	645951840
3728975	650716044
4435752	646564510
3845775	646564510
531786	647000346
3462155	2516143078
2488313	2516143077
2763247	2516143084
1540813	2516143084
2156631	2516143005
3585673	646311924
300050	642555111
2699204	2516143026
242732	641380434
3368210	2516143084
2886175	2516143084
154196	638341051
393911	645058731
1696180	646311946
4090286	2516143047
4444741	646311963
3120075	2516143047
2601485	2516143057
3485581	649633082
3911140	2516143005
4383765	649633083
128593	637000013
4347248	649633098
4294253	642979368
878299	650377982
1060530	651053053
4413127	642555105
4332533	2516143050
980139	651053049
931112	651053052
3856815	641522617
1788069	2516143051
4407213	651053009
268718	641736129
625553	646862318
3608702	2516143098
469957	641736270
4294059	645951844
2053804	2516143078
4294404	645951844
4294289	645951844
4294288	645951844
4294058	645951844
4372588	2517093027
2626917	643348573
151524	637000098
4294319	645951844
235998	641380440
1782459	2516143015
153057	637000280
152369	640427126
156093	637000279
152457	637000164
156880	637000009
318253	642555164
4312094	2516143095
484320	645951824
4393471	651053064
4294166	645058810
2675348	2512564060
2636389	2516143090
2892758	2516493003
129053	637000290
4453985	648028034
3353325	650377908
184496	640196202
591515	645951829
274513	641736146
3084983	650377922
267203	641736242
3925223	2516143092
469646	643886145
484463	645951860
3471015	2516143051
2277879	637000151
470587	645951865
4294194	643886200
4294389	645951844
4482311	2511231151
3526713	637000224
4460806	2511231076
155790	638341140
2611648	2516143086
1826563	2513237217
266750	641736153
4345464	2513237180
4378636	648028058
3416655	2513237187
2210237	2513237175
4346945	640427129
1875600	2516143069
3558903	2513237203
644569	648276757
1955026	650716086
4414291	650716086
3795191	2516143049
1515378	2516143049
3431887	650716086
3368665	2516143027
3528031	2516143097
3621728	641736220
2165494	2516143003
567540	648276756
2584777	2516143077
3368666	2516143027
2410946	2516143089
4342758	650716091
4447432	650716047
2288451	649633042
1570014	2516143089
2984134	2516143089
145022	637000241
3170512	2516143089
1942300	2516143042
2560608	2516143042
4294333	645951844
142641	637000167
4394966	637000128
4360916	2511231091
4294270	643886005
471412	643348556
4482217	2511231089
333699	643348569
469918	643886110
250541	640963054
4294399	645951844
133209	638341092
4294359	645951844
4294360	645951844
3628112	643886166
2662128	2516143003
611097	648276753
151248	638341009
3996150	2516143003
718006	642979300
3655262	648028030
2445687	2516143003
268740	641736214
2158755	648028044
668356	648231716
4294341	645951844
4294312	645951844
1747783	2516143086
49947	637000184
1991011	2516143009
4451511	648028014
1839402	2516143048
263283	641736138
2836534	2516143036
4194769	2516143036
270356	641736138
2616277	2516143036
3627740	2516143036
320868	643348581
303702	643348542
3495933	643348572
355966	643348530
470367	643886067
2875218	2511231144
471384	640753001
162373	637000047
237576	640963003
470747	643886104
470462	645058834
4320993	2517093029
4420337	2512564039
3117483	2512564036
470806	640963016
3814803	2512564043
150509	637000206
4128168	2516143007
146037	638341139
4448230	644736329
4354311	2512564044
267792	641736249
2905911	2516143010
305892	643348549
4361046	643692014
3834835	644736356
1748871	2516143058
3646236	2516143058
109732	638341044
247099	640963028
4480725	2513237194
2512525	2516143058
608978	647000254
244434	637000004
3517097	2516143058
3511565	2516143016
4042358	2516143052
3391578	2516143031
4240525	2512047033
2003481	2516143083
4429716	2511231069
4411931	2513237191
4294222	643886049
3230357	2516143077
2145509	2516143052
4476364	648028056
610455	647000305
4232266	2516143052
2058915	2516143052
2895382	2516143077
3805198	2516143080
4359399	644736391
2921877	2516143080
470761	642979358
3439435	2516143080
201803	640069303
3145355	2516143009
2923668	2516143006
2752477	648028002
2131442	2516143080
4375651	649633100
4275953	649633058
4359816	649633040
4183921	649633005
4350983	649633107
4150998	649633107
2158722	649633102
3173192	644736361
133501	638154517
163085	639857003
3153296	646311938
2181174	2516143023
1997550	648028060
3657713	2511231134
4272985	646862322
1146645	2511231183
4479625	648028050
4445514	2511231177
3476159	646311928
4462324	646311967
2221281	2516143062
1913641	2516143033
3009300	2516143075
3008945	2516143033
303807	642791612
2997914	2516143016
2822647	2516143016
2302972	2516143029
2349620	2516143031
4141900	2516143029
471447	643692021
269855	641736184
686262	645058773
4452846	2513237218
2831621	2513237214
4470331	2513237177
4236765	2516143103
4388850	646311949
1690562	640753002
247822	640753052
253592	640753034
237861	640753036
255315	640753035
4458380	640753051
4326603	646311921
4343683	648028018
4393712	2511231176
2654252	2516143060
2320419	2516143062
101322	638341118
608663	648276664
368769	642979323
2758627	2516143075
2374937	2516143045
170907	637000260
4477681	637000115
128795	637000188
137516	638341074
137555	637000168
267902	641522649
3906202	2516143059
129218	637000124
4386375	648028049
2730956	648028049
3460769	648028032
231446	640427124
229175	640427134
2394300	2516143057
251684	640963033
2362750	2516143086
1824747	2516143057
235029	640427139
4294275	643886005
2394507	2516143053
223200	640427151
4116536	650716059
4417603	2511231144
4367893	639633046
2630978	2516143053
3619116	2516143075
4480468	644736330
2010639	2516143098
2614162	644736386
242469	640963006
285017	642555151
607054	647000231
651792	647000299
3649507	2516143030
3862848	2516143052
284102	641522629
283463	642555113
610895	648276730
243295	643692036
3223355	2516143060
2766761	2516143085
3336451	2516143060
129307	637000074
2543095	650716014
169692	637000129
3952992	2516143076
2856801	2516143085
3049639	2516143066
471188	637000059
129011	637000252
128657	637000118
129289	637000012
128687	637000136
262049	641736125
556496	646862337
2941975	2516143021
189314	639857034
1603093	2516143021
3592895	2516143021
3091184	2516143021
2772794	649633101
4452371	2511231166
266241	641736145
262885	641736145
736550	645058772
745507	645058772
1780951	2516143035
281799	641522607
544702	645058772
2792861	2516143035
2813263	2516143035
537374	645058772
3859640	2516143006
245826	640753004
3558316	646311934
301787	642555142
276377	641736253
2765241	2516143006
470595	643886044
262592	641736144
4375316	649633055
2686905	651053001
4413589	2511231139
2793337	2511231216
2519905	2512047040
4406281	2510436001
157086	637000227
469897	643886113
2662718	2512564029
270584	641736133
331312	642791611
2326996	2516143077
3676091	2516143084
4105173	2516143084
540914	645058803
1688595	2516143065
3603250	2516143078
1840395	2512564041
649969	649990020
347528	642791618
2027529	649633035
4015456	2516143034
168839	637000265
4412105	2516143076
3411794	2516143034
3798778	2516143034
1832008	641522603
4368365	649633035
58033	637000042
2066374	649633013
4294337	645951844
259661	641736185
2202213	2516143075
470441	645951848
239729	641228511
155947	638341169
813368	648231708
836673	650377934
129014	637000202
276224	641736144
2610235	2516143045
4294285	645951844
4443700	637000229
2760629	644736355
1114137	651053005
4438603	637000288
471056	645058722
104684	638154512
139293	640427143
4294284	645951844
2194847	648231706
2818739	2512564080
269684	641736144
4412345	648231719
4242506	2516143091
4407494	648231706
4448519	644736324
2605725	2516143064
2602002	644736365
470996	643886135
4360468	2516143017
4386580	637000131
4294292	645951844
4294318	645951844
470688	643886115
2755194	650716088
345429	642555118
470200	643886147
193916	639857037
262620	641736226
265766	641736242
4367516	2512564064
4348192	2512564062
4327698	2512564067
195083	640196202
192281	640196202
462568	644736392
3880986	640069333
883295	651053063
356678	640069327
140483	637000221
173819	640196202
263693	641736147
4175111	2516143051
2575587	2516143051
356680	640069327
1540667	650377933
4389172	2511231205
2031288	2516143065
3041210	2516143065
4358262	651053011
2775182	2516143065
4328648	646862308
1104726	651053011
4294390	645951844
1892903	2516143038
3119769	2516143065
4420237	646311959
4408903	2512564056
4294063	645951844
258827	641736153
4294409	645951844
4294408	645951844
2403878	2516143069
2870348	2516143069
2890256	2516143069
4206860	2516143069
4369528	2513237215
572169	645058868
3356985	650716068
4418037	648028062
1756614	2516143089
3050766	2516143089
2849822	2516143027
4278038	2516143089
2578346	2516143027
4312512	650716033
1983677	2516143089
4030073	2516143027
1801925	2516143097
4305481	637000141
516354	647000301
4294295	645951844
236200	641380440
568578	645058778
3292557	637000250
3434844	2516143066
4294334	645951844
4356693	646311940
4369454	651053074
1005104	651053041
4356129	637000244
4294361	645951844
606345	647000206
2168207	637000018
2444895	2516143031
2827846	2511231161
4294362	645951844
4294398	645951844
3301805	2516143003
2606056	2516143003
3855860	2516143009
4481323	646564539
402870	645058757
128787	637000332
128634	637000055
3267354	2516143090
484439	645951855
471062	643886010
227100	640612215
260924	641736138
4046254	2516143061
2350810	2516143019
2185462	646564530
197885	639633062
237442	640753038
2779223	2516143044
2186293	2516143070
3177679	643348526
1575063	2511231221
3213500	2511231221
4399780	2511231221
566040	645058778
335393	642979366
203962	640612200
258176	641736270
4352008	2512564030
1945407	2512564049
4294229	643886049
263689	641736159
559163	645058778
128897	637000023
1517058	2512564042
3208253	2516143023
3172884	2516143007
182534	639857035
4294375	645951844
3302932	2516143009
189192	639633041
3979993	2516143009
2102042	2516143017
2631916	2516143089
2811713	2516143017
609294	647000265
4294094	645058700
2014479	2516143095
4126421	2516143078
4294093	645058700
471218	643692025
4378027	2513237204
3808853	643692003
2202832	2513237196
2397173	2516143020
4279029	2516143031
4181835	2511231053
156825	637000256
2889387	2516143031
4415996	2511231116
2985115	2516143052
4403820	641228503
2253750	2516143052
249170	641228482
608903	648276676
1537457	2516143038
243403	641228482
252324	641228495
431766	644736334
2955137	2516143038
4337294	2516143080
3594959	2516143038
2924753	644736366
4435940	643348536
394740	644736362
4304879	649633105
4422424	2511231217
2875429	649633011
4352206	643348539
4367422	649633073
607339	648276649
2081098	649633036
3313348	649633049
3480965	2516143032
470995	643886070
1983693	2516143100
330295	642791626
1858804	2511231215
49993	637000069
470679	643886050
471364	641522656
4359684	2516143016
2294443	2516143100
4372410	646311931
2095476	2516143023
2591255	648028041
470732	645058748
1632867	2516143016
1543530	2516143100
208217	640069307
4375475	644736383
4238234	644736382
129070	637000299
606454	648276621
4423961	2511231186
4343121	644736384
2945455	2516143029
763279	647000299
4374740	644736333
1542330	640753051
1114406	651053024
471401	641522606
4474130	2516143045
4294401	645951844
4065139	2516143016
128812	637000105
1924852	2516143082
260971	641736146
258525	641736146
4225998	2516143081
4141964	2516143082
1539761	2516143081
1627987	2516143081
2082219	2516143081
1632498	2516143081
129007	637000154
1753434	2516143059
83477	637000086
128429	637000166
141241	637000282
269863	641736220
1831239	2516143059
108447	637000339
541025	642979303
4012970	2516143055
260457	641736181
267954	641736220
3999375	2516143063
267197	641736132
260427	641736272
164094	637000234
2365010	2516143057
2700427	2516143063
470382	643886203
133030	637000343
3848243	2516143015
3059509	2516143015
225045	640427112
4095305	2516143005
774953	643886130
111436	638341097
4222524	640427146
